الغنائي	Lyrical
يعقوب	Jacob
ربيع	Spring
أحداث	Events
عمرو	Amr
دينه	Dinh
الهولندي	Dutch
الامراض	Disease
يساعد	Help
الآثار	Effects
المشرف	Supervisor
لاعبا	Player
قادرة	Able
نيويورك	New
والحمد	Praise
الصادر	Issued
ثمة	There
أجهزة	Devices
المشهد	Scene
يقبل	Accept
مات	Died
بلاد	Country
يمنع	Prevents
حوادث	Accidents
تصفيات	Qualifying
الصناعي	Industrial
الجهل	Ignorance
خروج	Exit
الاصابة	Injury
محاور	Axes
الرقابة	Control
يدي	Lady
للفوز	To
غد	Tomorrow
بحثا	Search
الضرورية	Necessary
وصول	The
طويل	Long
اعتماد	Adoption
ومناطق	And
جراء	By
والمالية	The
لولا	Lula
الطويل	Long
التغيير	Change
معاني	Meanings
زمان	Zaman
تأليف	Authored
الانتاجية	Productivity
الثامنة	Eighth
وبلغت	And
الوظائف	
الفنانة	Artist
الاهلية	
اهل	Folks
كلمات	
إما	Either
المسائل	Matters
لمنتخبنا	For
حدوث	A
يده	His
مبلغ	The
استعدادا	Preparation
عامل	Factor
منافسة	Competition
الزيتون	Olive
سمائل	Sumail
وأيضا	And
يواجه	Faces
التقنيات	Technologies
بمقر	At
اليمنية	Yemeni
للطفل	The
الزيارات	Hits
شعبان	Shaaban
الامانة	Amana
للقرآن	Of
اهمها	The
مسئولية	Liability
الصيفية	Summer
بلال	Bilal
الفلوجة	Fallujah
سهلة	Easy
اللذين	Two
وقوع	The
توقف	Stop
أحيانا	Sometimes
قلوب	Hearts
الصعوبات	Difficulties
البحري	Marine
موجودة	Existing
مساهمة	Contribution
غيرهم	Others
الاطلاع	See
والذى	Which
فيه	Where
بفوز	Win
الهجرة	Immigration
المؤرج	Almarj
تخدم	Serve
اكتشاف	Discover
ملك	King
الطالبة	Requesting
الاولمبياد	Olympic
الحكام	Rulers
تعاني	Suffer
الطرفين	Parties
العامل	Group
الطيور	Bird
يخدم	Serves
يعتقد	Believed
لحماية	To
بيته	His
العموم	Commons
الكندي	Canadian
يقدر	Estimated
الورقة	Paper
وسعيد	Said
يديه	His
لأحد	For
يعملون	Employed
العقيدة	Creed
الاعلى	Top
الاقتصادى	Economic
يونس	Younis
السلوك	Behavior
شاملة	Comprehensive
الممكن	Possible
ولد	Born
له	His
تدريبية	Training
للبطولة	Championship
رحب	Welcomed
عباده	Slaves
عبدالرحمن	Abdulrahman
مقدمة	Introduction
اللقاءات	Encounters
التنموية	Development
يضع	Puts
قليلة	Few
تقف	Stand
وبالنسبة	For
لاول	For
الاجتماعات	Meetings
القصيدة	Poem
للغاية	Extremely
البعثة	Mission
مازال	Still
واغلق	And
دولارا	US
قوي	Strong
الراشدي	Rashidi
واضحا	Clear
اسواق	Markets
مساعدة	Help
القاضي	Judge
الجنوب	South
تعليم	Education
لأي	Any
الممثل	Representative
وحل	Resolution
نكون	Be
الحاج	Haj
الكوادر	Cadres
وخالد	Khaled
تصدر	Issued
القائمين	Existing
يقرأ	Reads
تستخدم	Used
المجاورة	Neighboring
مستمرة	Continuous
الرياض	Riyadh
الأوسط	East
سياحية	Tourist
عادل	Just
قريب	Close
اولى	First
بيئة	Environment
الباب	Section
النفوس	Souls
تعبر	Reflect
مظاهر	Manifestations
الزيادة	Increase
وقدم	The
يرد	Is
عقود	Contracts
بنا	Us
الصف	Grade
محطات	Stations
الاسباني	Spanish
أمين	Secretary
لفريق	Team
معالى	HE
سقوط	Fall
لمعرفة	To
الواقعة	Located
الاعتبار	Account
تأهيل	Rehabilitation
سائر	Other
حوار	Dialogue
الكبار	Adults
جلالة	Majesty
الاداري	Administrative
والفعاليات	And
الاعداد	Numbers
مستشفى	Hospital
صفقة	Deal
تتمتع	Enjoys
شرع	Embarked
بجانب	Next
والمشاركة	And
أوبك	OPEC
للاتحاد	Union
العاب	Games
الثمانية	Eight
مشرف	Musharraf
جمهورية	Republic
شؤون	Affairs
رأيت	I
الكليات	
الهوكي	Hockey
قولكم	Your
فكر	Think
طارق	Tariq
ذا	The
الفردية	Individual
والغاز	And
اليوناني	Greek
الابداع	Creativity
يمر	Passes
ربط	Linking
كون	The
الجائزة	Award
الآسيوية	Asian
الوكالة	Agency
الشكل	Figure
تحويل	Convert
مهارات	Skills
السبيل	Way
وتعزيز	And
ثبت	Proven
يستمر	Lasts
تعاون	Cooperation
يتمتع	Enjoys
المقامة	Built
المضيبي	Hush
الدقائق	
الفلسطينيين	Palestinians
وماذا	And
بكلية	Faculty
ساهم	Contributed
الوجه	Face
الجودة	Quality
ميناء	Port
حينما	When
الحجة	Argument
وليست	Not
اسباب	Reasons
999	
القرى	Villages
مرتين	Twice
الحياة	Life
قريات	Quriyat
والمعلومات	The
بلد	Country
مراعاة	Taking
الاهلي	Ahli
باللغة	In
شديد	Severe
عمانى	Omani
صحفي	Press
واليوم	Today
المسلسل	Serial
اتفاق	Agreement
نزل	Down
تبين	Show
الصحافة	Press
عشرات	Scores
يشير	Indicates
بك	Your
أبرز	Most
المنظمات	Organizations
النخيل	Palm
للطاقة	Energy
كنتم	You
وخلال	During
الصباح	Morning
بطول	A
بمجمع	Complex
ومحاولة	And
وكم	How
والثانية	The
يرعى	Sponsored
يقام	Held
الجبل	Mountain
المرور	Traffic
الرواحي	Rawahi
امكانية	The
بتلك	Those
المتحدث	Speaker
السعي	Seeking
الواحدة	Per
الفتاة	Girls
السينمائي	Film
مواصلة	Further
جهد	Effort
الاكبر	The
مهم	Important
يعاني	Suffers
حديثة	Modern
لمنطقة	For
حديثا	Newly
صحية	Healthy
تطرق	Touched
فعلى	For
تركيا	Turkey
الشبكة	Network
ودور	And
بنظام	System
الحملة	Campaign
قدمها	By
الكويتية	Kuwaiti
لوحة	Panel
للصناعات	Industries
حوله	Around
الطليعة	Vanguard
شراء	Buy
والفنية	And
بضرورة	Need
سيد	Mr
الفساد	Corruption
يشاء	Wills
الموسيقى	Music
ماله	His
الخليل	Hebron
وحين	When
وإلا	And
القرم	Crimea
الفائزين	Winners
تتضمن	Includes
ثقة	Confidence
المستثمرين	Investors
وطرق	And
الافضل	Best
ترجمة	Translation
ينقل	Transferred
إليهم	Them
السلة	Basketball
الحضاري	Civilizational
السفير	Ambassador
المستهلك	Consumer
يدور	Spins
اسماعيل	Ismail
أمير	Amir
وتشجيع	And
عبيد	Obeid
النبهاني	Nabhani
الجسد	Body
تصريحات	Remarks
أستاذ	Professor
للدولة	State
المصنعة	Processed
لجان	Committees
واصحاب	The
دراسات	Studies
عروض	Offers
الجانبين	Sides
وظيفة	Function
الناس	
الاقل	Least
السودان	Sudan
الخريف	Autumn
غانم	Ghanem
ايجابية	Positive
باستخدام	Using
أعلن	Announced
الارتفاع	Elevation
يعطي	Gives
يؤثر	Affects
علاقات	Relations
لتلك	Of
إذن	Permission
السير	Sir
وعمل	And
نيابة	On
عنهما	Them
خريف	Fall
قطعة	Piece
عوض	Awad
الفكري	Intellectual
أثينا	Athens
الاماراتي	Emirati
المنكر	Evil
تداول	Trading
سيدنا	Master
شرح	Explain
اني	I
وسيتم	Will
الاتجاه	Direction
فوائد	Benefits
الزدجالي	Zadjali
يختلف	Differs
الريامي	Riyami
الدوائر	Circuit
جبل	Mount
الاولمبي	Olympic
لصاحبها	Its
فعلا	Actually
واضافت	And
يفعل	Do
العربى	Arab
منع	Prevent
الصادرة	Issued
الشعوب	Peoples
خسارة	Loss
والاتصالات	And
دورها	Its
يعرض	Displays
صاحبه	Owner
الأشياء	Things
9ر	
يترك	Leaves
المباشر	Direct
كونه	Being
الحقائق	Facts
محددة	Specific
الالكترونية	E
المسؤول	Official
بحسب	According
روى	Roy
تضمن	Included
دولية	International
البر	Barr
يلي	Following
إنا	Verily
الاستثمارية	Investment
المرورية	Traffic
المتعددة	Multiple
أعظم	Greatest
الشباك	Nets
الانكليزية	English
آثار	Effects
نسبته	Per
نظم	Systems
حمزة	Hamza
معسكر	Camp
البصر	Sight
انتهى	Over
لعدد	Number
بشير	Bashir
تجارب	Test
الاسرائيلي	Israeli
الدائم	Permanent
قطع	Cut
تذكر	Remember
وتأتي	The
مصلحة	Interest
أربع	Four
وانا	I
الاعتماد	Dependence
الخارجي	External
كتابة	Writing
الرقم	Number
احتياجات	Needs
صعبة	Difficult
بريطانيا	Britain
بنفسه	Himself
بتوزيع	Distribute
اميركا	America
الأدب	Literature
صدق	Believe
المهني	Professional
تؤكد	Confirms
تقل	Less
الاستقرار	Stability
بعدم	Not
حامل	Holder
الحزب	Party
الأفلام	Movies
البحار	Seas
العقد	Contract
مسابقات	Contests
شأنه	Would
الوقوف	Stand
الأموال	Money
النهائيات	Finals
الهواء	Air
بفندق	Hotels
جلسة	Session
ولي	Crown
المسألة	Issue
9م	
حقيقية	Real
الحاسوب	Computer
قصر	Palace
المهم	Important
المدني	Civil
التكنولوجيا	Technology
بمسقط	Muscat
تواصل	Continue
الامنية	Security
ساعات	Hours
رغبة	Desire
المختصة	Competent
مرت	Passed
الجنود	Soldiers
يجمع	Combines
انتهت	Over
فشل	Failure
سيارة	Car
وبناء	And
تمر	Pass
وضعت	Placed
زال	Still
جيل	Generation
الشئون	Affairs
غزة	Strip
سياسية	Political
بعثة	Mission
اجتماعات	Meetings
ليغلق	To
صرح	Said
اساس	Based
ومنذ	Since
العهد	Testament
مهنة	Career
رحمة	Mercy
المالي	Financial
ممارسة	Exercise
وأنت	And
الوحي	Revelation
وكالات	Agencies
الاراضي	Lands
للعام	For
الحيوانات	Animals
يقل	Least
ترتيب	Order
يتوقع	Expected
أنني	I
منكم	You
الاشارة	Reference
فئة	Class
طلبة	Students
نشاط	Activity
بالسوق	Market
تحرير	Liberation
وتبادل	And
وخصوصا	Especially
ضمان	Ensure
توجيه	Directing
ثمانية	Eight
الاستراتيجية	Strategy
المساهمة	Contribute
الأحداث	Events
مجموعات	Groups
ومشروع	And
انني	I
خطورة	Seriousness
اللعبة	Game
الشامل	Comprehensive
يبحث	Looking
خرجت	Out
اليمنى	Right
البشري	Human
الخسارة	Loss
المحور	Axis
مساحة	Space
المتوسط	Average
التوجه	Orientation
اجهزة	Devices
الشؤون	Affairs
غرب	West
الجوية	Air
تقدير	Estimate
صلة	Link
نظرة	Look
شبه	Almost
انواع	Types
الصينية	Chinese
وتحديد	And
انتخابات	Elections
الحوادث	Accidents
الديني	Religious
باريس	Paris
التالية	Following
اوضح	Said
ووزارة	And
الديمقراطية	Democracy
تلقى	Received
تتميز	Featuring
البطولات	Tournaments
السمو	Highness
التحكيم	Arbitration
المركزي	Central
لعبة	Game
الشعبي	Popular
السكان	Population
اعتبار	Considered
بمستوى	Level
الليلة	Night
عبادة	Cult
ممثل	Representative
التطوير	D
القوية	Strong
الصيد	Fishing
الضغط	Pressure
أبدا	Never
مسلسل	Series
يتضمن	Includes
فإنها	It
السياسات	Policies
بعدد	Number
المشكلات	Problems
الحلول	Solutions
بوجود	The
الحوسني	Hosani
وهما	Two
بالمديرية	Directorate
زاد	Increased
روسيا	Russia
ومدى	And
لمواجهة	To
نستطيع	We
خطوات	Steps
ميلان	Milan
شعرية	Lattice
شعر	Hair
فكل	All
الانكليزي	English
بدوره	Turn
ادى	Led
المساجد	Mosques
شأنها	Will
ظروف	Conditions
تستمر	Continue
ثالثا	Thirdly
ماتشالا	Macala
ممكن	Possible
اجتماعية	Social
السامية	High
بصلالة	Salalah
مجتمع	Community
للمواطنين	Citizens
البرازيلي	Brazilian
وحصل	And
مضيفا	Adding
الحمد	Praise
المقام	Above
وجعل	And
طول	Length
المبارك	Blessed
عادة	Usually
أبناء	Sons
للاتصالات	Telecom
فقالت	Said
انطلاق	Starting
مستقبل	Future
مسؤول	Official
بكين	Beijing
أرض	Land
وجهة	Point
تعتمد	Depends
بمركز	Center
الذهاب	Go
المؤهلة	Eligible
بنفس	The
الياباني	Japanese
الشاملة	Overall
وتعتبر	The
الرؤية	Vision
بحق	Against
لتنفيذ	For
المتقدمة	Advanced
متميزة	Distinct
الندوات	Seminars
الجزيرة	Island
ولما	As
الإنتاج	Production
حوالى	About
زالت	Still
يكونوا	Be
المستويات	Levels
نظيره	Counterpart
الالتزام	Commitment
وعند	When
العودة	Back
شخصا	People
أفراد	Members
عملا	Pursuant
يرجع	Due
الأسباب	Causes
والتدريب	And
الانجاز	Achievement
حجة	Argument
مرور	Over
النهار	Day
حرية	Freedom
حققت	Achieved
تقييم	Rating
مجمع	Complex
سلامة	Safety
الكلمات	
وفيما	With
للمنتخب	Team
المغربي	Moroccan
أصل	Out
المحاضرات	Lectures
الصور	Photo
المعنى	Meaning
وجهه	Face
شهادة	Certificate
سبع	Seven
فكانت	Was
مشاكل	Problems
السوري	Syrian
لنفسه	For
صعوبات	Difficulties
مقر	Headquarters
الجبال	Mountains
العبري	Hebrew
إسرائيل	Israel
القصص	Stories
الأفكار	Ideas
لتقديم	To
السلامة	Safety
المباركة	Blessed
باقي	Other
الجيدة	Good
خليجي	Gulf
ابي	Abe
يقف	Stand
نوعية	Quality
المرض	Disease
تعلم	Learn
المقاومة	Resistance
معالجة	Processing
ويكون	And
عبدالعزيز	Abdulaziz
لخدمة	To
مدار	Over
صوت	Voted
ببوشر	ببوشر
رأي	Opinion
الاميركيين	US
وعبدالله	Abdullah
البنية	Structure
تريد	Want
لعدم	Not
الصدر	Chest
للحياة	Life
سلام	Peace
ظهرت	Appeared
عربي	English
لهما	Two
بعيد	Far
بمقدار	By
محكمة	Court
الامين	Secretary
قريبا	Soon
المشاركون	Participants
البقرة	Cow
التشكيلي	Studio
الاجهزة	Setups
العالية	High
مبدأ	Principle
يكتب	Writes
تكوين	Configuration
نهائي	Final
الحاضر	Present
تجعل	Makes
الوفاء	Meet
ومما	Than
الداخلي	Internal
الواجب	To
الفرقة	Band
موسم	Season
اليونان	Greece
حمل	Download
تفسير	Interpretation
بالعمل	Work
اختلاف	Difference
سابق	Former
العوامل	Factors
قويا	Strong
الحبسي	Habsi
الركن	Corner
خلقه	Created
الاحتياجات	Needs
هجمات	Attacks
تغطية	Cover
تشير	Indicate
للجميع	All
بيانات	Data
اوبك	OPEC
جميلة	Beautiful
التوعية	Awareness
سيما	Especially
عثمان	Osman
الاكثر	Most
المعاصرة	Contemporary
تغير	Change
الوسط	Center
الأساسي	Basic
عرفات	Arafat
السالمي	Salmi
تقدمها	Provided
مرض	Disease
متى	When
للحصول	For
الناتج	Output
زوجها	Her
دقائق	
الاف	Thousands
مزيد	More
تختلف	Vary
الحرة	Free
الذهبية	Gold
انخفاض	Low
معين	Given
العنف	Violence
وسلم	Him
دعا	Called
مواد	Materials
بشيء	Something
التوفيق	Reconcile
قريش	Quraish
تقنية	Technology
حرة	Free
تحول	Turning
إعداد	Preparation
الصراع	Conflict
المرء	One
المانيا	Germany
للوصول	To
إعادة	Re
العشرين	Twenty
للمرأة	Women's
زياد	Ziad
العبد	Slave
أحب	Like
يومين	Days
آدم	Adam
الأستاذ	Mr
منى	Mona
احداث	Events
تأخذ	Take
الفئة	Category
عودة	Back
تنفيذها	Implementation
الادعاء	Claim
كلام	
الاسكان	Housing
وحسن	Hassan
والعلوم	
اعلم	Know
التجارب	Experiments
التطورات	Developments
الخبراء	Experts
لانها	It
ألقى	Delivered
الاردن	Jordan
والاستفادة	And
القدر	Just
التحقيق	Investigated
حضور	Attend
حرم	Denied
الفارسي	Persian
أدى	Led
يتمكن	Able
الطيران	Flight
ارتفعت	Rose
وصف	Description
التقويم	Calendar
التجديد	Renewal
للإنسان	To
عليه	It
قوم	Folk
الخام	Crude
المثال	Example
العشر	Ten
الدوحة	Doha
لسان	San
ورسوله	And
فصل	Chapter
حميد	Hamid
انما	But
مترا	Meters
امين	Amin
الأخير	The
البيع	Sales
البالغ	Of
كلمته	His
وقعت	Signed
الالماني	German
الشخصيات	Figures
ابناء	Sons
الشهادة	Certificate
قلبه	His
وسعادة	HE
والبرامج	And
هى	Is
السيطرة	Control
الاندية	Clubs
غاية	Extremely
مطلع	Early
الأنشطة	Activities
المتميزة	Outstanding
الثانوية	Secondary
صحم	Saham
عوامل	Factors
كيري	Kerry
المتخصصة	Specialized
قدرها	Of
سن	Age
رحلة	Flight
جرى	Was
المدن	Cities
عالمية	Global
التواصل	Communication
تعرف	Know
التأهل	Qualifying
ثقافية	Cultural
ذكرت	Reported
عبيدة	Obeida
احراز	Score
الإدارة	Leaders
الطريقة	Way
المنتدى	Forum
رواية	Novel
تتمثل	The
القديم	Old
ثقافة	Culture
وبلغ	And
الكامل	Full
عيد	Holiday
الجو	Air
الجميلة	Beautiful
مسجلا	Registered
ت	T
والاقتصادية	And
الجيد	Good
يجري	Being
وقف	Stop
استمرار	Continued
السلع	Goods
الختام	Closing
و9	And
ومنهم	And
الآلي	Automated
بدور	Role
ستقام	Will
توجه	Draws
الانباء	News
مالك	Malik
يأخذ	Takes
فليس	No
ويرى	And
اجراءات	Measures
أميركا	America
أخي	Brother
لاعبين	Players
الصحف	Newspapers
المعهد	Institute
التحديات	Challenges
إني	I
دورات	Cycles
بمناسبة	On
رعى	Patronized
معهد	Institute
إنشاء	Create
كاملة	Full
الصيف	Summer
السؤال	Question
بفارق	A
ثاني	Second
قرب	Near
بينه	Between
منتصف	Mid
بيروت	Beirut
هامش	Margin
أخذ	Taking
ورئيس	Prime
شروط	Terms
البخاري	Bukhari
النفسي	Psychological
أولئك	Those
عاد	Returned
طلاب	Students
رجلا	Man
بنتيجة	Score
مني	Me
فريقه	His
نجح	Succeeded
المجمع	Composite
ماء	Water
تتم	Are
الحاسب	Computer
التليفزيون	TV
الانتهاء	Completed
القرارات	Resolutions
بالمعروف	Virtue
عامر	Amer
رائعة	Superb
انتشار	Spread
لصالح	For
التعمين	Omanisation
سكان	Population
مالية	Financial
ابرز	Most
عقدت	Held
الشارع	Street
جوائز	Awards
العمانى	Omani
الاحد	Sunday
الاسهم	Shares
ظهور	Emergence
مساعد	Assistant
بأي	Any
المشاهد	Scenes
صفوف	Ranks
المعاني	Meanings
تساعد	Help
الاسرة	Family
المصدر	Source
الناحية	Hand
والكهرباء	And
سر	Secret
الشخص	Person
حي	District
الشمالية	North
انجاز	Completion
تزيد	More
واسع	The
استراتيجية	Strategy
المعروف	Known
الجامعات	Universities
المشاكل	Problems
فازت	Won
به	By
للتربية	Educational
عين	Appointed
تشجيع	Encourage
تستطيع	Post
الجهد	Voltage
السويق	Suwaiq
العمليات	Operations
ويتم	And
قرية	Village
إنها	It's
فهذه	These
اقتصادية	Economic
بأهمية	The
بها	By
اولا	First
وزيادة	And
أسباب	Reasons
الفائدة	Interest
القانونية	Legal
قلوبهم	Hearts
ويعتبر	The
اربع	Four
لعب	Played
نقول	Say
الخط	Line
وغيرهم	And
أنواع	Types
اثنين	Two
الذهب	Gold
النور	Light
نطاق	Range
جون	John
فلسطين	Palestine
التصوير	Photography
الي	To
إنسان	Man
يقال	Said
خطأ	Error
الزكاة	Zakat
التنسيق	Coordination
والمجتمع	And
جملة	Total
المتنوعة	Miscellaneous
يشهد	Testifies
أولى	First
يسمى	Called
المستمر	Continuous
الافتتاح	Opening
جرت	Held
قليلا	Bit
وسجل	Scored
الإعجاز	Miracles
صغيرة	Small
تقريبا	Almost
أوروبا	Europe
اسيا	Asia
سابقا	Previously
للفنون	Art
شعار	Logo
جورج	George
جمال	Jamal
اقل	Less
الجسم	Body
الفرنسية	French
رفض	Rejected
يتحدث	Speaks
رصيده	Tally
رد	Re
شاركت	Participated
وجدت	Found
الاتصال	Contact
سليم	Slim
تفعيل	Activating
هريرة	Hurayrah
المسلمة	Muslim
لوكالة	Told
المائية	Water
تربية	Education
دبي	Dubai
البلد	Country
الصالح	Good
وقبل	Before
مائة	Hundred
الاجنبية	Foreign
الصدارة	Top
سير	Sir
السابعة	Seventh
وإلى	And
تسجيل	Recording
الغرفة	Room
فوزه	Winning
فرقة	Task
فنحن	We
جديدا	New
تؤدي	Lead
القرآني	Quranic
حارس	Guard
الموقع	Site
الترتيب	Ranking
بمثابة	A
المتداولة	Traded
بمعنى	Meaning
منح	Granted
الدائرة	Circle
تشمل	Include
ذهبية	Gold
حرص	Keenness
نص	Text
التعبير	Expression
قواعد	Rules
ورفع	And
ل	For
سياسة	Policy
تظهر	Show
الاسيوية	Asian
مشتركة	Joint
جل	Gel
يعتمد	Supports
المستقبلية	Future
الوجود	Presence
ببعض	Some
النحو	As
قصيدة	Poem
الصحيحة	Correct
يتطلب	Requires
معدلات	Rates
لندن	London
للجنة	Committee
مدة	For
الاتفاقية	Convention
أشار	Indicated
وادي	Valley
معا	Together
متطلبات	Requirements
افراد	Members
التداول	Trading
مكافحة	Against
الجلسة	Session
التعرف	Identified
حرب	War
المشروعات	Projects
الحقوق	Rights
ويرعاه	And
تعريف	Definition
الشيء	Thing
ينظر	Seen
طيبة	Good
للاستثمار	To
الجزائر	Algeria
العالمين	Worlds
دمشق	Damascus
الحرية	Freedom
فضل	Preferred
المؤسسة	Enterprise
تمكن	Enable
القصة	Story
المتاحة	Available
المشاركات	Posts
لتكون	To
وتابع	And
الخمر	Wine
سداب	Sidab
لمجلس	Council
الحارثي	Harthy
يقولون	Say
ويجب	And
اليد	Hand
سؤال	Question
المطلوبة	Required
الحادي	Atheist
أراد	Wanted
للتنمية	Development
زيد	Zaid
الحالى	Current
المؤلف	Author
ضعف	Weakness
الحالات	Cases
أقل	Less
فيهم	Including
الطبيعة	Nature
حصلت	Got
بدول	States
قيادة	Leadership
الجماهير	Masses
الدراسية	School
بواسطة	By
كمية	The
رحمه	Mercy
تحسين	Improve
السنوي	Annual
والتعاون	And
وايضا	And
منهج	Approach
جزاء	Penalty
والثاني	The
القيمة	Value
التسجيل	Join
وبحضور	And
المدنية	Civil
مؤشر	Index
واضح	Clear
لديها	Has
المهارات	Skills
يصبح	Becomes
اتخاذ	Take
فاذا	If
المجتمعات	Communities
المادية	Material
ارض	Land
صعوبة	Difficulty
تصريح	Permit
وبذلك	Thus
أشهر	Months
الكتابة	Writing
قدرة	Capacity
والخدمات	And
اسمه	Named
السورية	Syrian
ذهب	Went
تجمع	Gathered
الشأن	Issue
لتطوير	To
غيرها	Other
البريطاني	British
استغلال	Exploitation
الإعلام	Media
عرف	Identified
تكريم	Honoring
الحكيم	Hakim
والمؤسسات	And
جهاز	Device
زمن	Time
الذكر	Above
حاول	Try
أننا	We
الاربعاء	Wednesday
الموضوعات	Topics
بغير	Without
يشعر	Feel
وتحقيق	And
أين	Where
وبما	And
الطيبة	Good
هما	Two
الضوء	Light
وأنه	And
خطط	Plans
ويأتي	The
لحظة	Moment
العمال	Workers
نفسي	Myself
مواقع	Sites
القومي	National
البيئية	Environmental
السفر	Travel
سوء	Ill
عليكم	You
شرق	East
الحيوانية	Animal
حملة	Campaign
عظيم	Great
الأهداف	Targets
هدفا	Target
وفد	Delegation
بنك	Bank
بتقديم	Providing
الكهرباء	Electricity
لديهم	Have
مر	Over
بطل	Champion
شباب	Youth
سبعة	Seven
وله	Has
ربك	Lord
حقا	Really
تبقى	Remaining
القرآنية	Quranic
كلما	Whenever
نفسك	Yourself
تعود	Back
الشديد	Serious
اشار	Said
البلدان	
جماعة	Group
وتقول	Says
الفقه	Jurisprudence
إحدى	One
الايمان	Faith
الدخل	Income
موعد	Date
جزءا	Part
ولكنها	But
الحدث	Event
بي	P
الخطط	Plans
الرسمية	Official
اليمن	Yemen
غدا	Tomorrow
اكتوبر	October
الجوائز	Awards
بقية	The
المسرحي	Playwright
وابن	And
جمعية	Society
نمو	Growth
الهلال	Crescent
اشهر	Months
هامة	Important
الحقيقي	Real
أساس	Based
ذكره	Said
بانه	As
المملكة	Kingdom
وسيلة	Means
وأوضح	The
شأن	Like
كامل	Full
البريطانية	British
النفطية	Oil
الاجتهاد	Ijtihad
وجد	Found
الشرعية	Legitimacy
واحدا	One
الجماعة	Community
القسم	Section
الدكتورة	Dr
فكيف	How
الطب	Medicine
الربيع	Spring
شتى	Various
مستويات	Levels
تقع	Located
توفر	Provide
المعلمين	Teachers
نصيب	Per
طريقة	Way
التوالي	Respectively
التعلم	Learning
المكتب	Office
وقوله	And
أنفسهم	Themselves
الامام	Imam
العين	Eye
الاخر	The
العروض	Offers
الحقيقية	Real
القوانين	Laws
هكذا	Thus
صدر	Issued
تبلغ	Of
تزال	Still
المناسب	Appropriate
الثامن	VIII
التالي	Next
صحيح	True
العدد	Number
النفسية	Psychological
السياسة	Politics
وكالة	Agency
روي	Roy
حالات	Cases
الرسالة	Message
اجراء	Hold
أسعار	Prices
قيل	Said
قمة	Summit
الاتفاق	Agreement
الوزير	Minister
بقدر	As
الارهاب	Terrorism
الدم	Blood
امر	Ordered
المدرسية	School
مناسبة	Appropriate
مسعود	Massoud
الصادرات	Exports
موضحا	Adding
غياب	Absence
محل	Replace
تبارك	Blessed
يهدف	Aims
الجدير	Worth
بطاقة	Card
تدخل	Enter
تحتاج	Need
لقب	Title
بأنها	As
الثلاثاء	Tuesday
الاستثمارات	Investments
متنوعة	Miscellaneous
آسيا	Asia
رؤية	See
القواعد	Rules
اتفاقية	Convention
تبادل	Exchange
مفهوم	Concept
الخابورة	Khabourah
أداء	Performance
ذوي	With
صدام	Saddam
ثانيا	Second
ويضيف	And
ليكون	To
الحسن	Hassan
اليومية	Daily
الرعاية	Care
العلوي	Top
الثروة	Wealth
الفكرة	Idea
الكون	Universe
السادسة	Sixth
الخارج	Abroad
أحسن	Best
الفنانين	Artists
عنده	Has
يدعو	Calls
جدول	Table
يبقى	Remains
دعوة	Call
الوسائل	Means
لبعض	Some
افريقيا	Africa
بدء	Start
داود	David
اللعب	Playing
يحب	Loves
المؤمن	Insured
انتهاء	End
التنفيذي	Executive
عيسى	Isa
ويمكن	And
ارتفع	Rose
خطوة	Step
ابريل	April
الأميركي	US
يحصل	Gets
عمله	His
الصحابة	Companions
نهائيات	Finals
المراحل	Stages
حزب	Party
أفب	AFB
الزمان	Time
المواضيع	Threads
معهم	With
اقيمت	Erected
بصفة	In
وتقديم	And
أثر	Impact
النصوص	Texts
العمر	Age
الاوروبي	European
الزيارة	Visit
الرياضة	Sports
الأساسية	Basic
اعلن	Announced
محاضرة	Lecture
الخروج	Exit
الجزء	Part
البوسعيدي	Busaidi
بحث	Search
السيارات	Car
جانبه	Part
الفكرية	Intellectual
جوانب	Aspects
الحفاظ	Maintaining
الانسانية	Humanity
طرح	Put
نرى	See
لدينا	We
الهند	India
الكلام	Speech
مدريد	Madrid
واسعة	Range
وعلي	Ali
الاداء	Performance
الكريمة	Precious
الاثنين	Monday
إقامة	Establishment
وزراء	Ministers
اصبحت	Became
المرافق	Utilities
تخرج	Graduated
القراءة	Reading
يشكل	A
تجاه	Towards
النوع	Type
الماضى	Last
متعددة	Multiple
نجاح	Success
الجهة	The
غرفة	Room
العلاج	Therapy
بقيادة	Led
حديثه	Speaking
آلاف	Thousands
الساحة	Arena
ولعل	Perhaps
القائمة	Existing
اوروبا	Europe
بدر	Badr
المعمري	Ma'amari
المرة	Time
اجمالي	Total
الهنائي	Hinai
الشعرية	Capillary
تأثير	Impact
القمة	Summit
المنهج	Approach
فن	Art
سلسلة	Series
لبنان	Lebanon
ركلة	Kick
الهجمات	Attacks
البيان	Statement
انا	I
أبا	Abba
للشباب	Youth
العيد	Day
الحدود	Border
وعليه	And
طرق	Methods
الفرد	Individual
يعيش	Live
فهناك	There
الأسرة	Family
العروبة	Arabism
ووضع	And
حمود	Hammoud
السماوات	Heavens
حكومة	Government
اصبح	Became
الكلمة	Call
يضم	Includes
الامة	Nation
القدرة	Capacity
العناصر	Elements
دار	House
يبدأ	Begin
تمت	Has
النقد	Monetary
أصبحت	Become
بمختلف	Various
التاسع	IX
الحد	Limit
السبب	Why
العراقيين	Iraqis
تتعلق	About
فبراير	February
آمنوا	Believe
محطة	Station
أوصى	Recommended
